kog_sub_cat	kog_id	kog_id_desc
ET	KOG4050	GlutamatetransporterEAAC1-interactingproteinGTRAP3-18
S	KOG4051	Uncharacterizedconservedprotein
S	KOG4052	Uncharacterizedconservedprotein
S	KOG4053	Ataxin-1involvedinCa2+homeostasis
S	KOG4054	Uncharacterizedconservedprotein
S	KOG4055	Uncharacterizedconservedprotein
U	KOG4056	TranslocaseofoutermitochondrialmembranecomplexsubunitTOM20
S	KOG4057	Uncharacterizedconservedprotein
S	KOG4058	Uncharacterizedconservedprotein
S	KOG4059	Uncharacterizedconservedprotein
S	KOG4060	Uncharacterizedconservedprotein
R	KOG4061	DMQmono-oxygenase/UbiquinonebiosynthesisproteinCOQ7/CLK-1/CAT5
L	KOG4062	6-O-methylguanine-DNAmethyltransferaseMGMT/MGT1involvedinDNArepair
S	KOG4063	MajorepididymalsecretoryproteinHE1
E	KOG4064	CysteinedioxygenaseCDO1
S	KOG4065	Uncharacterizedconservedprotein
S	KOG4066	CellgrowthregulatoryproteinCGR11
S	KOG4067	Uncharacterizedconservedprotein
S	KOG4068	Uncharacterizedconservedprotein
S	KOG4069	Uncharacterizedconservedprotein
RT	KOG4070	Putativesignaltransductionproteinp25
S	KOG4071	Uncharacterizedconservedprotein
U	KOG4072	SignalpeptidasecomplexsubunitSPC25
K	KOG4073	PterincarbinolaminedehydratasePCBD/dimerizationcofactorofHNF1
S	KOG4074	Leucinezippernuclearfactor
C	KOG4075	CytochromecoxidasesubunitIV/COX5b
TU	KOG4076	RegulatorofATP-sensitiveK+channelsAlpha-endosulfine/ARPP-19andrelatedcAMP-regulatedphosphoproteins
C	KOG4077	CytochromecoxidasesubunitVa/COX6
J	KOG4078	PutativemitochondrialribosomalproteinmRpS35
J	KOG4079	PutativemitochondrialribosomalproteinmRpS25
J	KOG4080	MitochondrialribosomalproteinL32
N	KOG4081	Dyneinlightchain
S	KOG4082	Uncharacterizedconservedprotein
K	KOG4083	Head-elevatedexpressionprotein
R	KOG4084	Transmembraneprotein
S	KOG4085	Uncharacterizedconservedprotein
KL	KOG4086	TranscriptionalregulatorSOH1
I	KOG4087	PhospholipaseA2
U	KOG4088	Translocon-associatedcomplexTRAPdeltasubunit
J	KOG4089	PredictedmitochondrialribosomalproteinL23
S	KOG4090	Uncharacterizedconservedprotein
K	KOG4091	Transcriptionfactor
C	KOG4092	MitochondrialF1F0-ATPsynthasesubunitf
S	KOG4093	Uncharacterizedconservedprotein
S	KOG4094	Uncharacterizedconservedprotein
R	KOG4095	Uncharacterizedconservedprotein(tumor-specificproteinBCL7inhumans)
S	KOG4096	Uncharacterizedconservedprotein
CU	KOG4097	Succinatedehydrogenasemembraneanchorsubunitandrelatedproteins
O	KOG4098	MolecularchaperonePrefoldinsubunit2
S	KOG4099	Predictedmembraneprotein
S	KOG4100	Uncharacterizedconservedprotein
R	KOG4101	Cysteine-richhydrophobicproteins
S	KOG4102	Uncharacterizedconservedprotein
C	KOG4103	MitochondrialF1F0-ATPsynthasesubunitg/ATP20
T	KOG4104	Ganglioside-induceddifferentiationassociatedprotein3
H	KOG4105	6-pyruvoyltetrahydrobiopterinsynthase
S	KOG4106	Uncharacterizedconservedprotein
T	KOG4107	MP1adaptorinteractingproteinP14
N	KOG4108	Dyneinlightchain
K	KOG4109	HistoneH3(Lys4)methyltransferasecomplexsubunitCPS25/DPY-30
C	KOG4110	NADH:ubiquinoneoxidoreductaseNDUFS5/15kDa
U	KOG4111	TranslocaseofoutermitochondrialmembranecomplexsubunitTOM22
U	KOG4112	Signalpeptidasesubunit
TU	KOG4113	Guaninenucleotideexchangefactor
O	KOG4114	CytochromecoxidaseassemblyproteinPET191
DN	KOG4115	Dynein-associatedproteinRoadblock
C	KOG4116	UbiquinolcytochromecreductasesubunitQCR8
KO	KOG4117	Heatshockfactorbindingprotein
S	KOG4118	Uncharacterizedconservedprotein
T	KOG4119	Gproteingammasubunit
L	KOG4120	G/Tmismatch-specificthymineDNAglycosylase
YU	KOG4121	NuclearporecomplexNup133component(scNup133)
J	KOG4122	Mitochondrial/chloroplastribosomalproteinL36
G	KOG4123	Putativealpha12mannosyltransferase
KD	KOG4124	PutativetranscriptionalrepressorregulatingG2/Mtransition
G	KOG4125	Acidtrehalase
P	KOG4126	Alkalinephosphatase
O	KOG4127	Renaldipeptidase
E	KOG4128	Bleomycinhydrolasesandaminopeptidasesofcysteineproteasefamily
C	KOG4129	Exopolyphosphatasesandrelatedproteins
O	KOG4130	Prenylproteinprotease
R	KOG4131	Ngg1-interactingfactor3proteinNIF3L1
H	KOG4132	UroporphyrinogenIIIsynthaseUROS/HEM4
J	KOG4133	tRNAsplicingendonuclease
K	KOG4134	DNA-dependentRNApolymeraseI
G	KOG4135	Predictedphosphoglucosamineacetyltransferase
TI	KOG4136	Predictedmitochondrialcholesteroltransporter
S	KOG4137	Uncharacterizedconservedprotein
R	KOG4138	Unchracterizedconservedprotein(estrogenup-regulatedproteinE2IG2inhuman)
LD	KOG4139	ProteinkinaseessentialfortheinitiationofDNAreplication
B	KOG4140	NuclearproteinAtaxin-7
L	KOG4141	DNArepairandrecombinationproteinRAD52/RAD22
I	KOG4142	Phospholipidmethyltransferase
T	KOG4143	SigmareceptorandC-8sterolisomerase
R	KOG4144	ArylalkylamineN-acetyltransferase
F	KOG4145	Allantoicase
O	KOG4146	Ubiquitin-likeprotein
S	KOG4147	Uncharacterizedconservedprotein
S	KOG4148	Uncharacterizedconservedprotein
S	KOG4149	Uncharacterizedconservedprotein
A	KOG4150	PredictedATP-dependentRNAhelicase
ODR	KOG4151	Myosinassemblyprotein/sexualcycleproteinandrelatedproteins
DK	KOG4152	HostcelltranscriptionfactorHCFC1
G	KOG4153	Fructose16-bisphosphatealdolase
R	KOG4154	Arginine-richprotein
R	KOG4155	FOG:WD40repeat
DT	KOG4156	ClaspinproteinmediatingphosphorylationandactivationofChk1proteinkinaseintheDNAreplicationcheckpointresponse
GO	KOG4157	beta-16-N-acetylcontainsWSCdomain
T	KOG4158	BRPK/PTEN-inducedproteinkinase
O	KOG4159	PredictedE3ubiquitinligase
V	KOG4160	BPI/LBP/CETPfamilyprotein
KB	KOG4161	Methyl-CpGbindingtranscriptionregulators
T	KOG4162	Predictedcalmodulin-bindingprotein
J	KOG4163	Prolyl-tRNAsynthetase
D	KOG4164	Cyclinik3-1/CABLES
E	KOG4165	Gamma-glutamylphosphatereductase
EH	KOG4166	Thiaminepyrophosphate-requiringenzyme
K	KOG4167	PredictedDNA-bindingproteincontainsSANTandELM2domains
K	KOG4168	PredictedRNApolymeraseIIIsubunitC17
IR	KOG4169	15-hydroxyprostaglandindehydrogenaseandrelateddehydrogenases
I	KOG4170	2-enoyl-CoAhydratase/3-hydroxyacyl-CoAdehydrogenasterol-bindingdomainandrelatedenzymes
F	KOG4171	Adenylate/guanylatekinase
O	KOG4172	PredictedE3ubiquitinligase
U	KOG4173	Alpha-SNAPprotein
S	KOG4174	Uncharacterizedconservedprotein
E	KOG4175	Tryptophansynthasealphachain
S	KOG4176	Uncharacterizedconservedprotein
M	KOG4177	Ankyrin
I	KOG4178	Solubleepoxidehydrolase
O	KOG4179	Lysylhydrolase/glycosyltransferasefamily25
R	KOG4180	Predictedkinase
S	KOG4181	Uncharacterizedconservedprotein
S	KOG4182	Uncharacterizedconservedprotein
K	KOG4183	RNApolymeraseI49kDasubunit
GR	KOG4184	Predictedsugarkinase
O	KOG4185	PredictedE3ubiquitinligase
U	KOG4186	Peroxisomalbiogenesisprotein(peroxin)
OU	KOG4187	Proproteinconvertase(PC)2chaperoneinvolvedinsecretion(neuroendocrineprotein7B2)
S	KOG4188	Uncharacterizedconservedprotein
S	KOG4189	Uncharacterizedconservedprotein
S	KOG4190	Uncharacterizedconservedprotein
B	KOG4191	HistoneacetyltransferasesPCAF/SAGA/ADAsubunitTADA3L/NGG1
S	KOG4192	Uncharacterizedconservedprotein
T	KOG4193	Gprotein-coupledreceptors
T	KOG4194	MembraneglycoproteinLIG-1
P	KOG4195	Transientreceptorpotential-relatedchannel7
K	KOG4196	bZIPtranscriptionfactorMafK
R	KOG4197	FOG:PPRrepeat
R	KOG4198	RNA-bindingRanZn-fingerproteinandrelatedproteins
S	KOG4199	Uncharacterizedconservedprotein
S	KOG4200	Uncharacterizedconservedprotein
E	KOG4201	AnthranilatesynthasecomponentII
E	KOG4202	Phosphoribosylanthranilateisomerase
TZ	KOG4203	Armadillo/beta-Catenin/plakoglobin
B	KOG4204	HistonedeacetylasecomplexSIN3component
A	KOG4205	RNA-bindingproteinmusashi/mRNAcleavageandpolyasubunitHRP1
A	KOG4206	SpliceosomalproteinsnRNP-U1A/U2B
A	KOG4207	PredictedsplicingfactorSRproteinsuperfamily
R	KOG4208	NucleolarRNA-bindingproteinNIFK
A	KOG4209	SplicingfactorRNPS1SRproteinsuperfamily
K	KOG4210	Nuclearlocalizationsequencebindingprotein
A	KOG4211	SplicingfactorhnRNP-FandrelatedRNA-bindingproteins
A	KOG4212	RNA-bindingproteinhnRNP-M
A	KOG4213	RNA-bindingproteinLa
K	KOG4214	Myotrophinandsimilarproteins
K	KOG4215	Hepatocytenuclearfactor4andsimilarsteroidhormonereceptors
K	KOG4216	Steroidhormonenuclearreceptor
K	KOG4217	Nuclearreceptorsofthenervegrowthfactor-inducedproteinBtype
K	KOG4218	NuclearhormonereceptorbetaFTZ-F1
T	KOG4219	Gprotein-coupledreceptor
T	KOG4220	Muscarinicacetylcholinereceptor
T	KOG4221	Receptormediatingnetrin-dependentaxonguidance
T	KOG4222	AxonguidancereceptorDscam
TU	KOG4223	ReticulocalbincalumeninDNAsuperandrelatedCa2+-bindingproteinsoftheCRECfamily(EF-Handproteinsuperfamily)
U	KOG4224	ArmadillorepeatproteinVAC8requiredforvacuoleinheritanceandcytosol-to-vacuoleproteintargeting
T	KOG4225	SorbinandSH3domain-containingprotein
T	KOG4226	AdaptorproteinNCK/DockcontainsSH2andSH3domains
R	KOG4227	WD40repeatprotein
T	KOG4228	Proteintyrosinephosphatase
N	KOG4229	MyosinVIImyosinIXBandrelatedmyosins
H	KOG4230	C1-tetrahydrofolatesynthase
I	KOG4231	Intracellularmembrane-boundCa2+-independentphospholipaseA2
I	KOG4232	Delta6-fattyaciddesaturase/delta-8sphingolipiddesaturase
BL	KOG4233	DNA-bridgingproteinBAF
R	KOG4234	TPRrepeat-containingprotein
F	KOG4235	Mitochondrialthymidinekinase2/deoxyguanosinekinase
T	KOG4236	Serine/threonineproteinkinasePKCmu/PKDandrelatedproteins
WT	KOG4237	Extracellularmatrixproteinslitcontainsleucine-richandEGF-likerepeats
F	KOG4238	BifunctionalATPsulfurylase/adenosine5'-phosphosulfatekinase
T	KOG4239	RasGTPaseeffectorRASSF2
T	KOG4240	MultidomainproteincontainsPHSH3andseparaterac-specificandrho-specificguaninenucleotideexchangefactordomains
J	KOG4241	MitochondrialribosomalproteinL10
N	KOG4242	Predictedmyosin-I-bindingprotein
V	KOG4243	Macrophagematuration-associatedprotein
T	KOG4244	Failedaxonconnections(fax)protein/glutathioneS-transferase-likeprotein
R	KOG4245	Predictedmetal-dependenthydrolaseoftheTIM-barrelfold
R	KOG4246	PredictedDNA-bindingproteincontainsSAPdomain
L	KOG4247	MitochondrialDNApolymeraseaccessorysubunit
O	KOG4248	Ubiquitin-likeproteinregulatorofapoptosis
S	KOG4249	Uncharacterizedconservedprotein
T	KOG4250	TANKbindingproteinkinaseTBK1
R	KOG4251	Calciumbindingprotein
T	KOG4252	GTP-bindingprotein
R	KOG4253	Tryptophan-richbasicnuclearprotein
H	KOG4254	Phytoenedesaturase
S	KOG4255	Uncharacterizedconservedprotein
D	KOG4256	Kinetochorecomponent
T	KOG4257	FocaladhesiontyrosinekinaseFAKcontainsFERMdomain
T	KOG4258	Insulin/growthfactorreceptor(containsproteinkinasedomain)
D	KOG4259	Putativenucleicacid-bindingproteinHcc-1/prolifecontainsSAPdomain
S	KOG4260	Uncharacterizedconservedprotein
Z	KOG4261	Talin
S	KOG4262	Uncharacterizedconservedprotein
T	KOG4263	PutativereceptorCCR1
R	KOG4264	Nucleo-cytoplasmicproteinMLN51
O	KOG4265	PredictedE3ubiquitinligase
O	KOG4266	Subtilisinkexinisozyme-1/site1proteasesubtilasesuperfamily
S	KOG4267	Predictedmembraneprotein
S	KOG4268	UncharacterizedconservedproteincontainingPAP2domain
T	KOG4269	RacGTPase-activatingproteinBCR/ABR
T	KOG4270	GTPase-activatorprotein
T	KOG4271	Rho-GTPaseactivatingprotein
R	KOG4272	PredictedGTP-bindingprotein
S	KOG4273	Uncharacterizedconservedprotein
K	KOG4274	Positivecofactor2(PC2)subunitofamultiproteincoactivatorofRNApolymeraseII
O	KOG4275	PredictedE3ubiquitinligase
R	KOG4276	Predictedhormonereceptorinteractor
R	KOG4277	Uncharacterizedconservedproteincontainsthioredoxindomain
T	KOG4278	Proteintyrosinekinase
T	KOG4279	Serine/threonineproteinkinase
Z	KOG4280	Kinesin-likeprotein
S	KOG4281	Uncharacterizedconservedprotein
K	KOG4282	TranscriptionfactorGT-2andrelatedproteinscontainstrihelixDNA-binding/SANTdomain
KL	KOG4283	Transcription-coupledrepairproteinCSAcontainsWD40domain
K	KOG4284	DEADboxprotein
D	KOG4285	Mitoticphosphoprotein
NTZ	KOG4286	Dystrophin-likeprotein
M	KOG4287	Pectinacetylesteraseandsimilarproteins
R	KOG4288	Predictedoxidoreductase
T	KOG4289	CadherinEGFLAGseven-passG-typereceptor
S	KOG4290	Predictedmembraneprotein
W	KOG4291	Mucin/alpha-tectorin
H	KOG4292	Cubilinmultiligandreceptormediatingcobalaminabsorption
T	KOG4293	PredictedmembraneproteincontainsDoHandCytochromeb-561/ferricreductasetransmembranedomains
PT	KOG4294	Nonvoltage-gatedionchannels(DEG/ENaCfamily)
O	KOG4295	Serineproteinaseinhibitor(KUfamily)
T	KOG4296	Epithelin/granulin
TV	KOG4297	C-typelectin
A	KOG4298	CAP-bindingproteincomplexinteractingprotein2
R	KOG4299	PHDZn-fingerprotein
R	KOG4300	Predictedmethyltransferase
Z	KOG4301	Beta-dystrobrevin
DZ	KOG4302	Microtubule-associatedproteinessentialforanaphasespindleelongation
ET	KOG4303	Vesicularinhibitoryaminoacidtransporter
K	KOG4304	Transcriptionalrepressorsofthehairy/E(spl)family(containsHLH)
T	KOG4305	RhoGEFGTPase
T	KOG4306	Glycosylphosphatidylinositol-specificphospholipaseC
R	KOG4307	RNAbindingproteinRBM12/SWAN
S	KOG4308	LRR-containingprotein
K	KOG4309	Transcriptionmediator-relatedfactor
U	KOG4310	Synapse-associatedprotein
E	KOG4311	Histidinoldehydrogenase
R	KOG4312	Predictedacyltransferase
F	KOG4313	Thiaminepyrophosphokinase
R	KOG4314	Predictedcarbohydrate/phosphatetranslocator
R	KOG4315	G-patchnucleicacidbindingprotein
S	KOG4316	Uncharacterizedconservedprotein
S	KOG4317	PredictedZn-fingerprotein
A	KOG4318	BicoidmRNAstabilityfactor
K	KOG4319	DNA-bindingnuclearproteinp8
S	KOG4320	Uncharacterizedconservedprotein
I	KOG4321	Predictedphosphateacyltransferases
DO	KOG4322	Anaphase-promotingcomplex(APC)subunit5
R	KOG4323	Polycomb-likePHDZn-fingerprotein
U	KOG4324	Guaninenucleotideexchangefactor
S	KOG4325	Uncharacterizedconservedprotein
C	KOG4326	MitochondrialF1F0-ATPsynthasesubunite
A	KOG4327	mRNAsplicingproteinSMN(survivalmotorneuron)
S	KOG4328	WD40protein
R	KOG4329	DNA-bindingprotein
S	KOG4330	Uncharacterizedconservedprotein
R	KOG4331	PolytopicmembraneproteinProminin
G	KOG4332	Predictedsugartransporter
DK	KOG4333	NuclearDEAF-1relatedtranscriptionalregulator(suppressin)andrelatedSANDdomainproteins
R	KOG4334	Uncharacterizedconservedproteincontainsdouble-strandedRNA-bindingmotifandWWdomain
T	KOG4335	FERMdomain-containingproteinKRIT1
K	KOG4336	TBP-associatedtranscriptionfactorProdos
IU	KOG4337	Microsomaltriglyceridetransferprotein
I	KOG4338	Predictedlipoprotein
R	KOG4339	RPELrepeat-containingprotein
S	KOG4340	Uncharacterizedconservedprotein
R	KOG4341	F-boxproteincontainingLRR
G	KOG4342	Alpha-mannosidase
K	KOG4343	bZIPtranscriptionfactorATF6
S	KOG4344	Uncharacterizedconservedprotein
T	KOG4345	NF-kappaBregulatorAP20/Cezanne
S	KOG4346	Uncharacterizedconservedprotein
R	KOG4347	GTPase-activatingproteinVRP
T	KOG4348	AdaptorproteinCMS/SETA
S	KOG4349	Uncharacterizedconservedprotein
R	KOG4350	UncharacterizedconservedproteincontainsBTB/POZdomain
S	KOG4351	Uncharacterizedconservedprotein
T	KOG4352	Fas-mediatedapoptosisinhibitorFAIM
A	KOG4353	RNAexportfactorNXT1
E	KOG4354	N-acetyl-gamma-glutamyl-phosphatereductase
R	KOG4355	PredictedFe-Soxidoreductase
S	KOG4356	Uncharacterizedconservedprotein
R	KOG4357	Uncharacterizedconservedprotein(involvedinmesodermdifferentiationinhumans)
S	KOG4358	Uncharacterizedconservedprotein
R	KOG4359	ProteinkinaseCinhibitor-likeprotein
S	KOG4360	Uncharacterizedcoiledcoilprotein
T	KOG4361	BCL2-associatedathanogene-likeproteinsandrelatedBAGfamilychaperoneregulators
LK	KOG4362	TranscriptionalregulatorBRCA1
T	KOG4363	Putativegrowthresponseprotein
B	KOG4364	Chromatinassemblyfactor-I
S	KOG4365	Uncharacterizedconservedprotein
R	KOG4366	Predictedthioesterase
S	KOG4367	PredictedZn-fingerprotein
R	KOG4368	PredictedRNAbindingproteincontainsRPRandG-patchdomains
T	KOG4369	RTKsignalingproteinMASK/UNC-44
T	KOG4370	Ral-GTPaseeffectorRLIP76
T	KOG4371	Membrane-associatedproteintyrosinephosphatasePTcontainFERMdomain
R	KOG4372	Predictedalpha/betahydrolase
R	KOG4373	Predicted3'-5'exonuclease
A	KOG4374	RNA-bindingproteinBicaudal-C
T	KOG4375	ScaffoldproteinShankandrelatedSAMdomainproteins
S	KOG4376	Uncharacterizedconservedprotein
R	KOG4377	Zn-fingerprotein
T	KOG4378	NuclearproteinCOP1
S	KOG4379	Uncharacterizedconservedprotein(tumorantigenCML66inhumans)
R	KOG4380	Carnitinedeficiencyassociatedprotein
T	KOG4381	RUNdomain-containingprotein
S	KOG4382	UncharacterizedconservedproteincontainsDTWdomain
S	KOG4383	Uncharacterizedconservedprotein
R	KOG4384	UncharacterizedSAMdomainprotein
K	KOG4385	Predictedforkheadtranscriptionfactor
S	KOG4386	Uncharacterizedconservedprotein
E	KOG4387	Ornithinedecarboxylaseantizyme
I	KOG4388	Hormone-sensitivelipaseHSL
T	KOG4389	Acetylcholinesterase/Butyrylcholinesterase
P	KOG4390	Voltage-gatedA-typeK+channelKCND
R	KOG4391	Predictedalpha/betahydrolaseBEM46
K	KOG4392	RNApolymerasesubunitL
AJ	KOG4393	Predictedpseudouridylatesynthase
A	KOG4394	RNasePsubunitthatisnotalsoasubunitofRNaseinvolvedinpre-tRNAprocessing
K	KOG4395	TranscriptionfactorAtonalcontainsHTHdomain
S	KOG4396	Predictedmembrane-anchoredprotein
S	KOG4397	Uncharacterizedconservedprotein
R	KOG4398	Predictedcoiled-coilprotein
R	KOG4399	C2HC-typeZn-fingerprotein
O	KOG4400	E3ubiquitinligaseinteractingwithargininemethyltransferase
S	KOG4401	Uncharacterizedconservedprotein
S	KOG4402	Uncharacterizedconservedprotein
R	KOG4403	CellsurfaceglycoproteinSTIMcontainsSAMdomain
P	KOG4404	TandemporedomainK+channelTASK3/THIK-1
TU	KOG4405	GDPdissociationinhibitor
TZ	KOG4406	CDC42RhoGTPase-activatingprotein
R	KOG4407	PredictedRhoGTPase-activatingprotein
P	KOG4408	PutativeMg2+andCo2+transporterCorD
R	KOG4409	Predictedhydrolase/acyltransferase(alpha/betahydrolasesuperfamily)
H	KOG4410	5-formyltetrahydrofolatecyclo-ligase
I	KOG4411	Phytoene/squalenesynthetase
O	KOG4412	26SproteasomeregulatorycomplexsubunitPSMD10
O	KOG4413	26SproteasomeregulatorycomplexsubunitPSMD5
OT	KOG4414	COP9signalosomesubunitCSN8
S	KOG4415	Uncharacterizedconservedprotein
S	KOG4416	Uncharacterizedconservedprotein
R	KOG4417	Predictedendonuclease
S	KOG4418	Predictedmembraneprotein
F	KOG4419	5'nucleotidase
S	KOG4420	Uncharacterizedconservedprotein(Ganglioside-induGDAP1)
S	KOG4421	Uncharacterizedconservedprotein
S	KOG4422	Uncharacterizedconservedprotein
T	KOG4423	GTP-bindingprotein-likeRASsuperfamily
T	KOG4424	PredictedRho/Racguaninenucleotideexchangefactor/faciogenitaldysplasiaprotein3
S	KOG4425	Uncharacterizedconservedprotein
J	KOG4426	Arginyl-tRNAsynthetase
O	KOG4427	E3ubiquitinproteinligase
T	KOG4428	Inositol-polyphosphate4-phosphatase
R	KOG4429	UncharacterizedconservedproteincontainsSH3andFCHdomains
K	KOG4430	TopoisomeraseI-bindingarginine-serine-richprotein
R	KOG4431	Uncharacterizedproteininducedbyhypoxia
R	KOG4432	UncharacterizedNUDIXfamilyhydrolase
R	KOG4433	Tweetytransmembrane/cellsurfaceprotein
UO	KOG4434	MolecularchaperoneSEC63endoplasmicreticulumtransloconcomponent
IT	KOG4435	Predictedlipidkinase
R	KOG4436	PredictedGTPaseactivatorNB4S/EVI5(containsTBCdomain)/Calmodulin-bindingproteinPollux(containsPTBandTBCdomains)
L	KOG4437	ATP-dependentDNAligaseIII
D	KOG4438	Centromere-associatedproteinNUF2
KL	KOG4439	RNApolymeraseIItranscriptionterminationfactorDEAD-boxsuperfamily
PET	KOG4440	NMDAselectiveglutamate-gatedionchannelreceptorsubunitGRIN1
TR	KOG4441	ProteinscontainingBTB/POZandKelchdomainsinvolvedinregulatory/signaltransductionprocesses
U	KOG4442	Clathrincoatbindingprotein/Huntingtininteractininvolvedinregulationofendocytosis
R	KOG4443	PutativetranscriptionfactorHALR/MLL3involvedinembryonicdevelopment
MU	KOG4444	PeroxisomalassemblyproteinPEX3
S	KOG4445	UncharacterizedconservedproteincontainsRWDdomain
S	KOG4446	Uncharacterizedconservedprotein
K	KOG4447	TranscriptionfactorTWIST
S	KOG4448	Uncharacterizedconservedproteincontainsphosphotyrosineinteraction(PI)domain
U	KOG4449	TranslocaseofoutermitochondrialmembranecomplexsubunitTOM7
S	KOG4450	Uncharacterizedconservedprotein
S	KOG4451	Uncharacterizedconservedprotein(tumor-associatedantigenHCA127inhumans)
S	KOG4452	Predictedmembraneprotein
S	KOG4453	PredictedERmembraneprotein
R	KOG4454	RNAbindingprotein(RRMsuperfamily)
S	KOG4455	Uncharacterizedconservedprotein
D	KOG4456	Innercentromereprotein(INCENP)C-terminaldomain
S	KOG4457	Uncharacterizedconservedprotein
T	KOG4458	Nitricoxidesynthase-bindingproteincontainsPTBdomain
S	KOG4459	Membrane-associatedproteoglycanLeprecan
YU	KOG4460	NuclearporecomplexNup88/rNup84component
J	KOG4461	Mitochondrial28SribosomalproteinS30
Z	KOG4462	WASP-interactingproteinVRP1/WIPcontainsWH2domain
S	KOG4463	Uncharacterizedconservedprotein
T	KOG4464	SignalingproteinRIC-8/synembryn(regulatesneurotransmittersecretion)
S	KOG4465	Uncharacterizedconservedprotein
DK	KOG4466	Componentofhistonedeacetylasecomplex(breastcarcinomametastasissuppressor1proteininhuman)
S	KOG4467	Uncharacterizedconservedprotein
K	KOG4468	Polycomb-grouptranscriptionalregulator
S	KOG4469	Uncharacterizedconservedprotein
O	KOG4470	Proteasomeactivatorsubunit
IU	KOG4471	Phosphatidylinositol3-phosphate3-phosphatasemyotubularinMTM1
G	KOG4472	Glycolipid2-alpha-mannosyltransferase(alpha-12-mannosyltransferase)
S	KOG4473	Uncharacterizedmembraneprotein
S	KOG4474	Uncharacterizedconservedprotein
RP	KOG4475	FOG:Immunoglobinandrelatedproteins
TG	KOG4476	Gluconatetransport-inducingprotein
K	KOG4477	RING1interactorRYBPandrelatedZn-finger-containingproteins
S	KOG4478	Uncharacterizedmembraneprotein
K	KOG4479	Transcriptionfactore(y)2
P	KOG4480	Hemeoxygenase
S	KOG4481	Uncharacterizedconservedprotein
S	KOG4482	Sarcoglycancomplexalpha/epsilonsubunits
S	KOG4483	Uncharacterizedconservedprotein
S	KOG4484	Uncharacterizedconservedprotein
R	KOG4485	UncharacterizedconservedproteincontainsankyrinandFN3repeats
L	KOG4486	3-methyladenineDNAglycosylase
S	KOG4487	Uncharacterizedconservedprotein
R	KOG4488	SmallEDRK-richproteinH4F5
S	KOG4489	UncharacterizedconservedproteinBC10(implicatedinbladdercancerinhumans)
U	KOG4490	Translocon-associatedcomplexTRAPgammasubunit
S	KOG4491	Predictedmembraneprotein
E	KOG4492	Chorismatesynthase
S	KOG4493	Uncharacterizedconservedprotein
F	KOG4494	CellsurfaceATPdiphosphohydrolaseApyrase
K	KOG4495	RNApolymeraseIItranscriptionelongationfactorEsubunitelonginB
S	KOG4496	Predictedcoiled-coilprotein
R	KOG4497	UncharacterizedconservedproteinWDR8containsWDrepeats
S	KOG4498	Uncharacterizedconservedprotein
PT	KOG4499	Ca2+-bindingproteinRegucalcin/SMP30
T	KOG4500	Rho/RacGTPaseguaninenucleotideexchangefactorsmgGDS/Vimar
